Filename,Formula,Notes,Num Elements,2a
250712.cif,Hf0.22Nb0.78,,2,Nb0.78Hf0.22
1730757.cif,Hf0.30Nb0.70,,2,Nb0.7Hf0.3
1058418.cif,Hf0.50Nb0.50,,2,Hf0.5Nb0.5
250232.cif,Hf0.50Nb0.50,,2,Hf0.5Nb0.5
1929365.cif,Hf0.68Nb0.32,,2,Hf0.68Nb0.32
532109.cif,Hf0.70Nb0.30,,2,Hf0.7Nb0.3
553652.cif,Hf0.70Nb0.30,,2,Hf0.7Nb0.3
460836.cif,Hf0.17Mo0.67Zr0.16,ht,3,Mo0.67Hf0.17Zr0.16
460832.cif,Hf0.17Mo0.67Ti0.16,ht,3,Mo0.67Hf0.17Ti0.16
1833924.cif,Hf0.20Mo0.20Ta0.20Ti0.20Zr0.20,,5,Hf0.2Mo0.2Ta0.2Ti0.2
460915.cif,Hf0.23Mo0.67Si0.10,,3,Mo0.67Hf0.23Si0.1
1055857.cif,Hf0.20Mo0.20Nb0.20Ti0.20Zr0.20,,5,Hf0.2Mo0.2Nb0.2Ti0.2
1052135.cif,Hf0.20Mo0.20Nb0.20Ti0.20Zr0.20,,5,Hf0.2Mo0.2Nb0.2Ti0.2
1967428.cif,Hf0.21Mo0.20Nb0.20Ti0.19Zr0.20,,5,Hf0.21Mo0.2Nb0.2Zr0.2
1833925.cif,'Hf0.17Mo0.17Nb0.17Ta0.17Ti0.17Zr0.17',,6,Hf0.167Ta0.167Ti0.167Zr0.167
1959453.cif,'Hf0.16Mo0.15Nb0.13Ta0.13Ti0.16W0.07Zr0.20',,7,Zr0.2Hf0.16Ti0.16Mo0.15
1055858.cif,'Hf0.20Mo0.20Nb0.20Pt0Ti0.20Zr0.20',,6,Hf0.2Zr0.2Mo0.199Nb0.199
1055859.cif,'Hf0.20Mo0.20Nb0.20Pd0Ti0.20Zr0.20',,6,Hf0.2Zr0.2Mo0.199Nb0.199
250042.cif,Hf0.20Mo0.80,,2,Mo0.8Hf0.2
1928766.cif,Hf0.24Mo0.76,,2,Mo0.76Hf0.24
260172.cif,Hf0.33Mo0.67,m,2,Mo0.67Hf0.33
450265.cif,Hf0.33Mo0.67,m,2,Mo0.67Hf0.33
530375.cif,Hf0.52Mo0.48,ht,2,Hf0.52Mo0.48
1830959.cif,Hf0.57Mo0.43,ht,2,Hf0.57Mo0.43
250043.cif,Hf0.60Mo0.40,ht,2,Hf0.6Mo0.4
1627224.cif,Hf0.70Mo0.30,ht,2,Hf0.7Mo0.3
1928765.cif,Hf0.73Mo0.27,ht,2,Hf0.73Mo0.27
457088.cif,Hf0.80Mo0.20,ht,2,Hf0.8Mo0.2
1058442.cif,Hf0.90Mo0.10,ht,2,Hf0.9Mo0.1
1012752.cif,Hf,ht,1,Hf
1012699.cif,Hf,ht,1,Hf
553653.cif,Hf,ht,1,Hf
1300486.cif,He,hp-bcc?,1,He
1927398.cif,He,hp-bcc?,1,He
1603266.cif,He,hp-bcc?,1,He
1021557.cif,Ge0.02Ta0.20V0.78,,3,V0.782Ta0.201Ge0.017
1238477.cif,Ge0.22Sb0.22Te0.56,hp,3,Te0.56Ge0.22Sb0.22
1823649.cif,Ge0.22Sb0.22Te0.56,hp,3,Te0.5556Ge0.2222Sb0.2222
261683.cif,Ge0.16Pd0.84,ht,2,Pd0.84Ge0.16
528854.cif,Ge0.16Pd0.84,ht,2,Pd0.84Ge0.16
450105.cif,Ge0.17Pd0.83,ht,2,Pd0.83Ge0.17
450437.cif,Ge0.10Nb0.90,,2,Nb0.9Ge0.1
539720.cif,Ge0.07Mo0.67Zr0.27,ht,3,Mo0.667Zr0.266Ge0.067
460913.cif,Ge0.10Hf0.23Mo0.67,ht,3,Mo0.67Hf0.23Ge0.1
1300640.cif,Gd0.01Nb0.99,,2,Nb0.99Gd0.01
531844.cif,Gd0.70Mg0.30,ht,2,Gd0.7Mg0.3
527180.cif,Gd0.70Mg0.30,ht,2,Gd0.7Mg0.3
1819806.cif,Gd,ht,1,Gd
531846.cif,Gd,ht,1,Gd
527167.cif,Gd,ht,1,Gd
1012739.cif,Gd,ht,1,Gd
450117.cif,Ga0.03W0.97,,2,W0.97Ga0.03
1240756.cif,Ga0.08V0.92,m,2,V0.917Ga0.083
545024.cif,Ga0.08V0.92,m,2,V0.9165Ga0.0835
1627172.cif,Ga0.10V0.90,m,2,V0.9Ga0.1
531601.cif,Ga0.10V0.90,m,2,V0.9Ga0.1
533811.cif,Ga0.10V0.90,m,2,V0.9Ga0.1
1646086.cif,Ga0.11V0.89,m,2,V0.89Ga0.11
250400.cif,Ga0.14V0.86,m,2,V0.86Ga0.14
262138.cif,Ga0.38V0.63,m,2,V0.625Ga0.375
531324.cif,Ga0.12Ta0.88,,2,Ta0.88Ga0.12
454171.cif,Ga0Pu,ht5,2,Pu0.999Ga0.001
454172.cif,Ga0.50Pu0.50,ht,2,Ga0.5Pu0.5
450760.cif,Ga0.18Nb0.82,,2,Nb0.82Ga0.18
1928867.cif,Ga0.25Mo0.25Ni0.50,,3,Ni0.5Ga0.25Mo0.25
1928173.cif,Fe0.97Zr0.03,rt,2,Fe0.97Zr0.03
527192.cif,FeZr0,rt,2,Fe0.999Zr0.001
452088.cif,Fe0.67Zn0.33,rt,2,Fe0.67Zn0.33
1931783.cif,Fe0.80Zn0.20,rt,2,Fe0.8Zn0.2
1013215.cif,Fe0.90Zn0.10,rt,2,Fe0.9Zn0.1
311502.cif,Fe0.30W0.70,rt,2,W0.7Fe0.3
311501.cif,Fe0.80W0.20,tf,2,Fe0.8W0.2
458587.cif,Fe0.92W0.08,rt,2,Fe0.92W0.08
553641.cif,Fe0.93W0.07,rt,2,Fe0.93W0.07
456788.cif,Fe0.94W0.06,rt,2,Fe0.94W0.06
554677.cif,Fe0.96W0.04,rt,2,Fe0.96W0.04
527185.cif,Fe0.98W0.02,rt,2,Fe0.98W0.02
458494.cif,Fe0.98W0.02,rt,2,Fe0.98W0.02
1825357.cif,Fe0.10V0.90,ht,2,V0.9Fe0.1
452086.cif,Fe0.30V0.70,ht,2,V0.7Fe0.3
535025.cif,Fe0.40V0.60,ht,2,V0.6Fe0.4
454316.cif,Fe0.50V0.50,ht,2,Fe0.5V0.5
455157.cif,Fe0.50V0.50,ht,2,Fe0.5V0.5
1626482.cif,Fe0.50V0.50,ht,2,Fe0.5V0.5
533587.cif,Fe0.55V0.45,ht,2,Fe0.55V0.45
555180.cif,Fe0.65V0.35,ht,2,Fe0.65V0.35
1940112.cif,Fe0.70V0.30,ht,2,Fe0.7V0.3
452082.cif,Fe0.70V0.30,ht,2,Fe0.7V0.3
535020.cif,Fe0.70V0.30,ht,2,Fe0.7V0.3
1013218.cif,Fe0.72V0.28,ht,2,Fe0.72V0.28
529704.cif,Fe0.75V0.25,ht,2,Fe0.75V0.25
454926.cif,Fe0.80V0.20,ht,2,Fe0.8V0.2
1009714.cif,Fe0.90V0.10,ht,2,Fe0.9V0.1
456552.cif,Fe0.96V0.04,ht,2,Fe0.96V0.04
527201.cif,Fe0.99V0.01,ht,2,Fe0.99V0.01
1042884.cif,Fe0.10Ti0.84Zr0.06,,3,Ti0.838Fe0.098Zr0.064
1055749.cif,Fe0.04Ti0.96W0.01,,3,Ti0.957Fe0.035W0.008
1932580.cif,Fe0.06Ti0.10V0.83Zr0.01,,4,V0.83Ti0.1Fe0.06Zr0.01
1932070.cif,Fe0.06Ti0.10V0.80Zr0.04,,4,V0.8Ti0.1Fe0.06Zr0.04
306704.cif,Fe0.05Ti0.50V0.45,,3,Ti0.5V0.45Fe0.05
1825358.cif,Fe0.02Ti0.10V0.88,,3,V0.88Ti0.1Fe0.02
1216751.cif,Fe0.08Ti0.33V0.59,,3,V0.59Ti0.33Fe0.08
1010841.cif,Fe0.05Ti0.19V0.76,,3,V0.76Ti0.19Fe0.05
1932579.cif,Fe0.06Ti0.10V0.84,,3,V0.84Ti0.1Fe0.06
1826224.cif,Fe0.16Ti0.25V0.59,,3,V0.593Ti0.245Fe0.162
1825359.cif,Fe0.84Ti0.04V0.12,,3,Fe0.843V0.117Ti0.04
1055748.cif,Fe0.04Ti0.97,ht,2,Ti0.965Fe0.035
1030870.cif,Fe0.16Ti0.84,ht,2,Ti0.84Fe0.16
533577.cif,Fe0.25Ti0.75,ht,2,Ti0.75Fe0.25
1928675.cif,Fe0.27Ti0.73,ht,2,Ti0.731Fe0.269
531989.cif,Fe0.35Ti0.65,ht,2,Ti0.65Fe0.35
533578.cif,Fe0.80Ti0.20,rt,2,Fe0.8Ti0.2
534802.cif,Fe0.80Ti0.20,rt,2,Fe0.8Ti0.2
1612224.cif,Fe0.90Ti0.10,rt,2,Fe0.897Ti0.103
456786.cif,Fe0.91Ti0.09,rt,2,Fe0.91Ti0.09
1959458.cif,Fe0.92Ti0.08,rt,2,Fe0.92Ti0.08
1932780.cif,Fe0.92Ti0.08,rt,2,Fe0.92Ti0.08
1030869.cif,Fe0.96Ti0.04,rt,2,Fe0.96Ti0.04
527200.cif,Fe0.97Ti0.04,rt,2,Fe0.965Ti0.035
455179.cif,Fe0.98Ti0.03,rt,2,Fe0.975Ti0.025
456551.cif,Fe0.98Ti0.02,rt,2,Fe0.98Ti0.02
1270877.cif,Fe0.02Ta0.98,,2,Ta0.984Fe0.016
531990.cif,Fe0.98Ta0.03,rt,2,Fe0.975Ta0.025
527184.cif,FeTa0,rt,2,Fe0.996Ta0.004
1630193.cif,Fe0.99Sn0.01Zr0,,3,Fe0.991Sn0.006Zr0.003
1927696.cif,Fe0.92Sn0.08,rt,2,Fe0.92Sn0.08
1816957.cif,Fe0.92Sn0.08,rt,2,Fe0.92Sn0.08
531952.cif,Fe0.92Sn0.08,rt,2,Fe0.92Sn0.08
531965.cif,Fe0.93Sn0.07,rt,2,Fe0.93Sn0.07
554821.cif,Fe0.95Sn0.05,rt,2,Fe0.9517Sn0.0483
1009716.cif,Fe0.80Si0.10V0.10,,3,Fe0.8Si0.1V0.1
1815223.cif,Fe0.78Si0.20Ta0.02,,3,Fe0.785Si0.2Ta0.015
375429.cif,Fe0.67Si0.33,m,2,Fe0.67Si0.33
1927441.cif,Fe0.75Si0.25,m,2,Fe0.75Si0.25
2070054.cif,Fe0.75Si0.25,rt,2,Fe0.75Si0.25
527984.cif,Fe0.77Si0.23,rt,2,Fe0.77Si0.23
1831321.cif,Fe0.80Si0.20,m,2,Fe0.8Si0.2
1815220.cif,Fe0.80Si0.20,rt,2,Fe0.8Si0.2
454924.cif,Fe0.80Si0.20,rt,2,Fe0.8Si0.2
1927841.cif,Fe0.87Si0.14,rt,2,Fe0.865Si0.135
1821719.cif,Fe0.89Si0.11,rt,2,Fe0.888Si0.112
1009715.cif,Fe0.90Si0.10,rt,2,Fe0.9Si0.1
1716305.cif,Fe0.91Si0.10,rt,2,Fe0.905Si0.095
1248344.cif,Fe0.92Si0.08,rt,2,Fe0.92Si0.08
1630126.cif,Fe0.93Si0.07,rt,2,Fe0.93Si0.07
533558.cif,Fe0.93Si0.07,rt,2,Fe0.93Si0.07
1965536.cif,Fe0.94Si0.06,rt,2,Fe0.94Si0.06
1929632.cif,Fe0.94Si0.06,rt,2,Fe0.94Si0.06
1824130.cif,Fe0.94Si0.06,rt,2,Fe0.94Si0.06
1952214.cif,Fe0.95Si0.05,rt,2,Fe0.95Si0.05
458495.cif,Fe0.95Si0.05,rt,2,Fe0.95Si0.05
1254435.cif,Fe0.98Si0.02,rt,2,Fe0.98Si0.02
1126730.cif,Fe,rt,1,Fe
531951.cif,Fe0.95Sb0.05,rt,2,Fe0.95Sb0.05
1815810.cif,Fe0.97Sb0.03,rt,2,Fe0.97Sb0.03
1010946.cif,Fe0.97Sb0.03,rt,2,Fe0.97Sb0.03
534061.cif,Fe0.98Sb0.02,rt,2,Fe0.98Sb0.02
1924090.cif,Fe0.90Ru0.10,rt,2,Fe0.9Ru0.1
547975.cif,Fe0.90Ru0.10,rt,2,Fe0.9Ru0.1
531970.cif,Fe0.91Ru0.09,rt,2,Fe0.91Ru0.09
527195.cif,Fe0.94Ru0.06,rt,2,Fe0.94Ru0.06
261336.cif,Fe0.95Ru0.05,rt,2,Fe0.95Ru0.05
1936706.cif,Fe0.50Rh0.50,tf,2,Fe0.5Rh0.5
311837.cif,Fe0.70Rh0.30,tf,2,Fe0.7Rh0.3
531974.cif,Fe0.92Rh0.08,rt,2,Fe0.92Rh0.08
527196.cif,Fe0.94Rh0.06,rt,2,Fe0.94Rh0.06
531969.cif,Fe0.91Re0.09,rt,2,Fe0.91Re0.09
527186.cif,Fe0.92Re0.08,rt,2,Fe0.92Re0.08
1943138.cif,Fe0.97Pt0.02Tb0.01,,3,Fe0.97Pt0.02Tb0.01
454719.cif,Fe0.75Pt0.25,rt,2,Fe0.75Pt0.25
454929.cif,Fe0.85Pt0.15,rt,2,Fe0.85Pt0.15
531968.cif,Fe0.90Pt0.10,rt,2,Fe0.9Pt0.1
527189.cif,Fe0.97Pt0.03,rt,2,Fe0.97Pt0.03
1932568.cif,Fe0.75Pd0.25,tf,2,Fe0.75Pd0.25
312437.cif,Fe0.80Pd0.20,tf,2,Fe0.8Pd0.2
527182.cif,Fe0.97Pd0.03,rt,2,Fe0.97Pd0.03
1929118.cif,Fe0.98Pd0.02,rt,2,Fe0.976Pd0.024
1966481.cif,Fe0.97Pb0.03,rt,2,Fe0.97Pb0.03
1928064.cif,Fe0.97Pb0.03,rt,2,Fe0.97Pb0.03
1226781.cif,Fe0.96P0.04,rt,2,Fe0.96P0.04
456478.cif,Fe0.96P0.04,rt,2,Fe0.96P0.04
1602713.cif,Fe0.97P0.03,rt,2,Fe0.966P0.034
527187.cif,Fe0.99Os0.02,rt,2,Fe0.985Os0.015
1022414.cif,Fe,rt,1,Fe
1022417.cif,Fe,rt,1,Fe
1022423.cif,Fe,rt,1,Fe
1022420.cif,Fe,rt,1,Fe
375428.cif,Fe0.64Ni0.03Si0.33,,3,Fe0.64Si0.33Ni0.03
1253858.cif,Fe0.96Ni0.03Sb0.01,,3,Fe0.96Ni0.03Sb0.01
538070.cif,Fe0.75Ni0.13Pt0.13,lt,3,Fe0.75Ni0.125Pt0.125
555452.cif,Fe0.60Ni0.40,tf,2,Fe0.6Ni0.4
534803.cif,Fe0.60Ni0.40,tf,2,Fe0.6Ni0.4
1933257.cif,Fe0.63Ni0.37,rt,2,Fe0.63Ni0.37
1965692.cif,Fe0.65Ni0.35,tf,2,Fe0.65Ni0.35
530569.cif,Fe0.68Ni0.32,rt,2,Fe0.68Ni0.32
1260618.cif,Fe0.70Ni0.30,rt,2,Fe0.703Ni0.297
1931762.cif,Fe0.70Ni0.30,rt,2,Fe0.7Ni0.3
454536.cif,Fe0.72Ni0.28,rt,2,Fe0.72Ni0.28
454718.cif,Fe0.75Ni0.25,rt,2,Fe0.75Ni0.25
1924110.cif,Fe0.80Ni0.20,rt,2,Fe0.8Ni0.2
558497.cif,Fe0.80Ni0.20,rt,2,Fe0.8Ni0.2
1413562.cif,Fe0.84Ni0.16,rt,2,Fe0.84Ni0.16
2070085.cif,Fe0.84Ni0.16,rt,2,Fe0.8434Ni0.1566
2070084.cif,Fe0.88Ni0.12,rt,2,Fe0.8782Ni0.1218
534367.cif,Fe0.90Ni0.10,rt,2,Fe0.9Ni0.1
527190.cif,Fe0.92Ni0.08,rt,2,Fe0.92Ni0.08
2070082.cif,Fe0.94Ni0.06,rt,2,Fe0.9381Ni0.0619
2070083.cif,Fe0.94Ni0.06,rt,2,Fe0.9381Ni0.0619
1931735.cif,Fe0.94Ni0.06,rt,2,Fe0.94Ni0.06
1822133.cif,Fe0.94Ni0.06,rt,2,Fe0.94Ni0.06
2070081.cif,Fe0.94Ni0.06,rt,2,Fe0.9429Ni0.0571
2070080.cif,Fe0.94Ni0.06,rt,2,Fe0.9441Ni0.0559
2070079.cif,Fe0.95Ni0.05,rt,2,Fe0.9458Ni0.0542
2070078.cif,Fe0.95Ni0.05,rt,2,Fe0.9463Ni0.0537
1965254.cif,Fe0.95Ni0.05,rt,2,Fe0.95Ni0.05
534369.cif,Fe0.95Ni0.05,rt,2,Fe0.95Ni0.05
456555.cif,Fe0.95Ni0.05,rt,2,Fe0.95Ni0.05
458496.cif,Fe0.95Ni0.05,rt,2,Fe0.95Ni0.05
1819748.cif,Fe0.02Nb0.77Zr0.21,,3,Nb0.771Zr0.214Fe0.015
1946882.cif,Fe0.07Nb0.84Zr0.09,,3,Nb0.84Zr0.09Fe0.07
1819747.cif,Fe0.03Nb0.24Zr0.73,,3,Zr0.733Nb0.238Fe0.029
1946880.cif,Fe0.02Nb0.15Zr0.83,,3,Zr0.83Nb0.15Fe0.02
1057092.cif,Fe0.97Nb0.01Zr0.02,,3,Fe0.97Zr0.02Nb0.01
1818692.cif,Fe0.03Nb0.18Ti0.79,,3,Ti0.79Nb0.18Fe0.03
1942794.cif,Fe0.20Nb0.13Ti0.67,,3,Ti0.67Fe0.2Nb0.13
1815221.cif,Fe0.70Nb0.10Si0.20,m,3,Fe0.7Si0.2Nb0.1
1927842.cif,Fe0.84Nb0.03Si0.14,m,3,Fe0.835Si0.135Nb0.03
1815780.cif,Fe0.03Nb0.92Sb0.06,,3,Nb0.916Sb0.058Fe0.026
1815781.cif,Fe0.96Nb0Sb0.04,rt,3,Fe0.959Sb0.038Nb0.003
1946886.cif,Fe0.99Nb0.01,rt,2,Fe0.99Nb0.01
1928823.cif,Fe0.99Nb0.01,rt,2,Fe0.9944Nb0.0056
527193.cif,FeNb0,rt,2,Fe0.998Nb0.002
1838018.cif,Fe0.05Mo0.03Ti0.93,,3,Ti0.926Fe0.047Mo0.027
1413561.cif,Fe0.81Mo0.03Ni0.17,m,3,Fe0.805Ni0.165Mo0.03
1931694.cif,Fe0.10Mo0.90,m,2,Mo0.9Fe0.1
528709.cif,Fe0.20Mo0.80,m,2,Mo0.8Fe0.2
1931693.cif,Fe0.60Mo0.40,rt,2,Fe0.6Mo0.4
528708.cif,Fe0.80Mo0.20,rt,2,Fe0.8Mo0.2
456787.cif,Fe0.86Mo0.14,rt,2,Fe0.86Mo0.14
528362.cif,Fe0.88Mo0.13,rt,2,Fe0.875Mo0.125
1931692.cif,Fe0.90Mo0.10,rt,2,Fe0.9Mo0.1
1933592.cif,Fe0.91Mo0.09,rt,2,Fe0.91Mo0.09
554676.cif,Fe0.92Mo0.08,rt,2,Fe0.92Mo0.08
458497.cif,Fe0.96Mo0.04,rt,2,Fe0.96Mo0.04
1821926.cif,Fe0.96Mo0.04,rt,2,Fe0.964Mo0.036
527194.cif,Fe0.97Mo0.03,rt,2,Fe0.97Mo0.03
1965739.cif,FeMo0,rt,2,Fe0.999Mo0.001
1617254.cif,Fe0.77Mn0.19Si0.04,,3,Fe0.77Mn0.19Si0.04
1228190.cif,Fe0.07Mn0.07Ni0.37Ti0.33V0.17,,5,Ni0.366Ti0.333V0.167Fe0.067
1725420.cif,Fe0.04Mn0.40Ni0.46Sn0.10,ht,4,Ni0.46Mn0.4Sn0.1Fe0.04
1961055.cif,Fe0.10Mn0.36Ni0.43Sn0.11,ht,4,Ni0.43Mn0.36Sn0.11Fe0.1
1611539.cif,Fe0.23Mn0.04Ni0.73,rt,3,Ni0.732Fe0.23Mn0.038
1930203.cif,Fe0.80Mn0.10Ni0.10,rt,3,Fe0.8Mn0.1Ni0.1
1834046.cif,Fe0.64Mn0.08Ni0.28,rt,3,Fe0.644Ni0.276Mn0.08
1905158.cif,Fe0.82Mn0.08Ni0.10,rt,3,Fe0.82Ni0.1Mn0.08
1617255.cif,Fe0.76Mn0.20Mo0.04,rt,3,Fe0.76Mn0.2Mo0.04
533568.cif,Fe0.80Mn0.20,m,2,Fe0.8Mn0.2
1433795.cif,Fe0.82Mn0.18,m,2,Fe0.82Mn0.18
1822275.cif,Fe0.84Mn0.17,rt,2,Fe0.835Mn0.165
535043.cif,Fe0.87Mn0.13,rt,2,Fe0.87Mn0.13
1839059.cif,Fe0.89Mn0.11,rt,2,Fe0.89Mn0.11
1729186.cif,Fe0.94Mn0.06,rt,2,Fe0.938Mn0.062
527198.cif,Fe0.95Mn0.05,rt,2,Fe0.95Mn0.05
458498.cif,Fe0.96Mn0.04,rt,2,Fe0.96Mn0.04
456553.cif,Fe0.97Mn0.03,rt,2,Fe0.97Mn0.03
1729188.cif,Fe0.97Mg0.01Ni0.02,rt,3,Fe0.972Ni0.021Mg0.007
1932628.cif,Fe0.90Mg0.10,m,2,Fe0.9Mg0.1
531973.cif,Fe0.90Ir0.10,rt,2,Fe0.9Ir0.1
527188.cif,Fe0.94Ir0.06,rt,2,Fe0.94Ir0.06
1946826.cif,FeHo0Pt0,,3,Fe0.996Ho0.003Pt0.001
527183.cif,FeHf0,rt,2,Fe0.999Hf0.001
459311.cif,Fe0.60Ge0.25V0.15,,3,Fe0.6Ge0.25V0.15
1922491.cif,Fe0.60Ge0.25V0.15,,3,Fe0.6Ge0.25V0.15
1815495.cif,Fe0.90Ge0.03Si0.08,rt,3,Fe0.9Si0.075Ge0.025
382884.cif,Fe0.45Ge0.25Ni0.30,,3,Fe0.45Ni0.3Ge0.25
382887.cif,Fe0.46Ge0.23Ni0.31,,3,Fe0.464Ni0.309Ge0.227
1965258.cif,Fe0.76Ge0.19Ni0.05,,3,Fe0.76Ge0.19Ni0.05
1965257.cif,Fe0.81Ge0.14Ni0.05,,3,Fe0.81Ge0.14Ni0.05
1965256.cif,Fe0.86Ge0.09Ni0.05,,3,Fe0.86Ge0.09Ni0.05
1965255.cif,Fe0.90Ge0.05Ni0.05,,3,Fe0.9Ge0.05Ni0.05
1819427.cif,Fe0.75Ge0.25,m1,2,Fe0.75Ge0.25
454925.cif,Fe0.85Ge0.15,rt,2,Fe0.85Ge0.15
527985.cif,Fe0.88Ge0.12,rt,2,Fe0.88Ge0.12
381482.cif,Fe0.88Ge0.12,rt,2,Fe0.88Ge0.12
1928052.cif,Fe0.90Ge0.10,rt,2,Fe0.9Ge0.1
1819772.cif,Fe0.90Ge0.10,rt,2,Fe0.9Ge0.1
529703.cif,Fe0.90Ge0.10,rt,2,Fe0.9Ge0.1
1823654.cif,Fe0.91Ge0.09,rt,2,Fe0.91Ge0.09
1228369.cif,Fe0.96Ge0.04,rt,2,Fe0.96Ge0.04
1241008.cif,Fe0.73Ga0.18Zn0.09,,3,Fe0.73Ga0.18Zn0.09
1924374.cif,Fe0.25Ga0.25V0.50,,3,V0.5Fe0.25Ga0.25
1941100.cif,Fe0.83Ga0.17Tb0,,3,Fe0.828Ga0.17Tb0.002
1051043.cif,Fe0.83Ga0.17Tb0,,3,Fe0.8295Ga0.1699Tb0.0006
302221.cif,Fe0.05Ga0.06Nb0.89,,3,Nb0.89Ga0.06Fe0.05
1964695.cif,Fe0.27Ga0.16Mn0.20Ni0.27Si0.11,,5,Fe0.267Ni0.267Mn0.2Ga0.156
1927259.cif,Fe0.65Ga0.19Mn0.16,,3,Fe0.65Ga0.19Mn0.16
1840513.cif,Fe0.60Ga0.40,,2,Fe0.6Ga0.4
454923.cif,Fe0.60Ga0.40,,2,Fe0.6Ga0.4
533839.cif,Fe0.61Ga0.39,,2,Fe0.61Ga0.39
1825431.cif,Fe0.63Ga0.38,,2,Fe0.625Ga0.375
1965543.cif,Fe0.72Ga0.28,,2,Fe0.72Ga0.28
1942751.cif,Fe0.72Ga0.28,,2,Fe0.725Ga0.275
1962838.cif,Fe0.73Ga0.27,,2,Fe0.73Ga0.27
1834085.cif,Fe0.73Ga0.27,,2,Fe0.73Ga0.27
1241007.cif,Fe0.73Ga0.27,,2,Fe0.73Ga0.27
1929904.cif,Fe0.77Ga0.23,,2,Fe0.77Ga0.23
1932517.cif,Fe0.80Ga0.20,,2,Fe0.8Ga0.2
1823674.cif,Fe0.80Ga0.20,,2,Fe0.8Ga0.2
1928059.cif,Fe0.80Ga0.20,,2,Fe0.8Ga0.2
454922.cif,Fe0.80Ga0.20,,2,Fe0.8Ga0.2
558048.cif,Fe0.80Ga0.20,,2,Fe0.8Ga0.2
311641.cif,Fe0.80Ga0.20,,2,Fe0.8Ga0.2
261496.cif,Fe0.80Ga0.20,,2,Fe0.8Ga0.2
1822116.cif,Fe0.81Ga0.20,,2,Fe0.805Ga0.195
1247501.cif,Fe0.81Ga0.19,,2,Fe0.81Ga0.19
1825436.cif,Fe0.81Ga0.19,,2,Fe0.81Ga0.19
1932556.cif,Fe0.81Ga0.19,,2,Fe0.81Ga0.19
1927258.cif,Fe0.81Ga0.19,,2,Fe0.81Ga0.19
1823655.cif,Fe0.82Ga0.18,,2,Fe0.816Ga0.184
1051044.cif,Fe0.83Ga0.17,,2,Fe0.83Ga0.17
1942973.cif,Fe0.83Ga0.17,,2,Fe0.83Ga0.17
1941099.cif,Fe0.83Ga0.17,,2,Fe0.83Ga0.17
1731392.cif,Fe0.83Ga0.17,,2,Fe0.83Ga0.17
1933565.cif,Fe0.85Ga0.15,,2,Fe0.85Ga0.15
1965347.cif,Fe0.89Ga0.11,,2,Fe0.89Ga0.11
1819795.cif,Fe0.90Ga0.10,,2,Fe0.9Ga0.1
1843109.cif,Fe,rt,1,Fe
1965738.cif,Fe,rt,1,Fe
1433794.cif,Fe,rt,1,Fe
1962548.cif,Fe,rt,1,Fe
1963124.cif,Fe,rt,1,Fe
1960572.cif,Fe,rt,1,Fe
1952213.cif,Fe,rt,1,Fe
1144983.cif,Fe,rt,1,Fe
1964992.cif,Fe,rt,1,Fe
1242482.cif,Fe,rt,1,Fe
1945763.cif,Fe,rt,1,Fe
1941966.cif,Fe,rt,1,Fe
1941930.cif,Fe,rt,1,Fe
1941959.cif,Fe,rt,1,Fe
1941965.cif,Fe,rt,1,Fe
1941960.cif,Fe,rt,1,Fe
1941964.cif,Fe,rt,1,Fe
1941961.cif,Fe,rt,1,Fe
1943695.cif,Fe,rt,1,Fe
1941929.cif,Fe,rt,1,Fe
1941962.cif,Fe,rt,1,Fe
1941963.cif,Fe,rt,1,Fe
1942750.cif,Fe,rt,1,Fe
1024636.cif,Fe,rt,1,Fe
1024635.cif,Fe,rt,1,Fe
1024634.cif,Fe,rt,1,Fe
1030868.cif,Fe,rt,1,Fe
1022413.cif,Fe,rt,1,Fe
1024637.cif,Fe,rt,1,Fe
1024638.cif,Fe,rt,1,Fe
1953192.cif,Fe,rt,1,Fe
1934408.cif,Fe,rt,1,Fe
1933191.cif,Fe,rt,1,Fe
1933642.cif,Fe,rt,1,Fe
1933256.cif,Fe,rt,1,Fe
1933214.cif,Fe,rt,1,Fe
1932019.cif,Fe,rt,1,Fe
1825457.cif,Fe,rt,1,Fe
1931750.cif,Fe,rt,1,Fe
1929913.cif,Fe,rt,1,Fe
1823223.cif,Fe,rt,1,Fe
1628101.cif,Fe,rt,1,Fe
1221650.cif,Fe,rt,1,Fe
1928051.cif,Fe,rt,1,Fe
1927925.cif,Fe,rt,1,Fe
1927840.cif,Fe,rt,1,Fe
1822132.cif,Fe,rt,1,Fe
1628099.cif,Fe,rt,1,Fe
1822486.cif,Fe,ht2,1,Fe
1819794.cif,Fe,rt,1,Fe
1924128.cif,Fe,rt,1,Fe
1522334.cif,Fe,rt,1,Fe
1817029.cif,Fe,rt,1,Fe
1816571.cif,Fe,rt,1,Fe
1817043.cif,Fe,rt,1,Fe
1817302.cif,Fe,rt,1,Fe
1212403.cif,Fe,rt,1,Fe
1815272.cif,Fe,rt,1,Fe
1601861.cif,Fe,rt,1,Fe
1200651.cif,Fe,rt,1,Fe
1230097.cif,Fe,rt,1,Fe
1827345.cif,Fe,rt,1,Fe
1955022.cif,Fe,rt,1,Fe
1612504.cif,Fe,rt,1,Fe
1612223.cif,Fe,rt,1,Fe
1407636.cif,Fe,rt,1,Fe
1906256.cif,Fe,rt,1,Fe
1013213.cif,Fe,rt,1,Fe
